salePrice,sqFeet,beds,baths,air,garage,pool,year,quality
360,3032,4,4,TRUE,2,FALSE,1972,2
340,2058,4,2,TRUE,2,FALSE,1976,2
250,1780,4,3,TRUE,2,FALSE,1980,2
205.5,1638,4,2,TRUE,2,FALSE,1963,2
275.5,2196,4,3,TRUE,2,FALSE,1968,2
248,1966,4,3,TRUE,5,TRUE,1972,2
229.9,2216,3,2,TRUE,2,FALSE,1972,2
150,1597,2,1,TRUE,1,FALSE,1955,2
195,1622,3,2,TRUE,2,FALSE,1975,3
160,1976,3,3,FALSE,1,FALSE,1918,3
190,2812,7,5,FALSE,2,TRUE,1966,3
559,2791,3,4,TRUE,3,FALSE,1992,1
535,3381,5,4,TRUE,3,FALSE,1988,1
525,3459,5,4,TRUE,2,FALSE,1978,1
299.9,2090,3,3,TRUE,2,FALSE,1987,2
527,3232,5,5,TRUE,2,FALSE,1984,2
169.9,1502,2,2,TRUE,2,FALSE,1956,2
335.25,2747,3,4,TRUE,2,FALSE,1993,2
323.9,2890,4,3,TRUE,2,FALSE,1954,2
200,1825,3,3,TRUE,2,FALSE,1957,2
211,1578,4,3,TRUE,2,FALSE,1986,2
212,1763,3,3,TRUE,2,FALSE,1959,2
245,2517,4,3,TRUE,2,FALSE,1965,2
140.4,1872,3,2,TRUE,2,FALSE,1985,2
295,3266,3,3,TRUE,2,FALSE,1908,2
170.9,2020,1,2,TRUE,1,FALSE,1956,2
229,2164,4,2,TRUE,2,FALSE,1965,2
218.5,2080,3,2,TRUE,2,TRUE,1959,2
160,2208,2,2,TRUE,2,FALSE,1985,2
259,3048,6,4,TRUE,3,FALSE,1960,2
164.5,1460,3,2,TRUE,2,FALSE,1978,2
280,2540,3,2,FALSE,2,FALSE,1940,2
154,2208,2,2,TRUE,2,FALSE,1985,2
272,2560,4,2,TRUE,3,FALSE,1977,2
180,2061,4,2,FALSE,2,FALSE,1958,2
157.5,1980,3,2,TRUE,2,FALSE,1957,2
242.5,3308,5,4,TRUE,2,FALSE,1928,2
182,2616,5,3,FALSE,2,FALSE,1955,3
178,1460,4,2,TRUE,2,FALSE,1961,3
171.9,1580,2,1,FALSE,1,FALSE,1951,3
165.5,1460,3,2,TRUE,2,FALSE,1960,3
183.5,1540,3,2,TRUE,2,FALSE,1992,3
135,1388,2,1,FALSE,2,FALSE,1951,3
175,1624,3,2,TRUE,2,FALSE,1948,3
149.5,1580,2,1,TRUE,2,FALSE,1966,3
177.5,1820,3,2,TRUE,2,FALSE,1960,3
155,1733,4,1,TRUE,1,FALSE,1936,3
145,1896,3,2,FALSE,2,FALSE,1925,3
178,2037.9999999999998,2,2,FALSE,2,FALSE,1918,3
156,1436,3,2,FALSE,3,FALSE,1920,3
159,1690,3,2,FALSE,1,FALSE,1922,3
160,1496,2,2,FALSE,1,FALSE,1900,3
112,1668,2,1,FALSE,1,FALSE,1948,3
84,980,1,1,FALSE,1,FALSE,1951,3
155,2562,3,2,FALSE,2,FALSE,1885,3
360,2304,5,4,TRUE,3,FALSE,1978,2
104,1268,2,1,FALSE,1,FALSE,1947,3
420,2283,3,3,TRUE,3,FALSE,1997,1
355,2060,2,3,TRUE,2,FALSE,1997,2
165,2087,2,2,TRUE,2,FALSE,1966,2
244,2081,4,2,TRUE,2,FALSE,1980,2
179.9,1696,3,3,TRUE,2,FALSE,1978,2
253,2222,4,2,FALSE,2,FALSE,1955,2
200,2110,5,3,TRUE,2,FALSE,1957,2
200,1774,4,2,FALSE,2,FALSE,1963,3
147.7,1592,3,2,TRUE,2,FALSE,1957,3
188.7,1748,3,2,TRUE,2,FALSE,1972,3
177,1985,3,1,FALSE,2,FALSE,1948,3
585,2558,2,4,TRUE,3,TRUE,1984,1
549.9,4000,6,5,TRUE,3,TRUE,1979,1
675,3942,4,3,TRUE,2,FALSE,1990,1
830,3889,4,4,TRUE,3,FALSE,1991,1
920,3857,4,5,TRUE,3,FALSE,1997,1
855,4756,4,4,TRUE,3,FALSE,1990,1
585.5,3302,4,3,TRUE,3,FALSE,1982,1
399,2629,3,3,TRUE,2,FALSE,1989,1
790,4418,5,5,TRUE,3,FALSE,1997,1
665,4746,4,4,TRUE,3,FALSE,1996,1
725,3242,3,3,TRUE,3,FALSE,1989,1
647,2464,3,3,TRUE,3,FALSE,1992,1
780,4419,4,5,TRUE,7,FALSE,1987,1
657.5,3877,3,3,TRUE,3,FALSE,1992,1
578,3808,5,4,TRUE,3,FALSE,1982,1
500,3376,5,4,TRUE,2,FALSE,1947,1
484.53,2940,3,3,TRUE,3,TRUE,1979,1
609,2654,5,3,TRUE,3,FALSE,1997,1
635,2672,4,3,TRUE,3,FALSE,1995,1
519,3386,4,4,TRUE,3,FALSE,1994,1
625.1,3648,4,4,TRUE,3,FALSE,1992,1
585.444,3455,4,5,TRUE,3,FALSE,1995,1
399.9,3321,3,4,TRUE,3,TRUE,1971,1
389.9,2817,4,3,TRUE,3,FALSE,1996,1
649,3210,3,5,TRUE,3,FALSE,1995,1
535,3588,4,5,TRUE,3,FALSE,1987,1
640,2705,3,3,TRUE,3,FALSE,1994,1
600,2344,4,3,TRUE,2,FALSE,1925,1
582.5,4264,5,4,TRUE,4,FALSE,1995,1
545,2615,3,3,TRUE,3,FALSE,1996,1
480,3608,6,4,TRUE,3,FALSE,1981,1
595,2479,4,4,TRUE,3,FALSE,1989,1
610,3251,3,4,TRUE,3,TRUE,1985,1
570,2547,2,3,TRUE,3,FALSE,1996,1
479,5032,7,3,TRUE,3,FALSE,1989,1
545,4973,6,6,TRUE,3,TRUE,1987,1
335,2582,4,3,TRUE,2,FALSE,1966,1
629,3139,6,4,TRUE,2,TRUE,1977,1
505.5,3516,4,4,TRUE,3,FALSE,1979,1
370,2936,4,4,TRUE,3,FALSE,1987,1
529,3351,5,4,TRUE,3,FALSE,1994,1
490,3136,4,4,TRUE,3,FALSE,1989,1
535,3525,4,5,TRUE,3,FALSE,1996,1
612,3917,6,5,TRUE,3,FALSE,1995,1
442.5,2702,4,3,TRUE,3,FALSE,1991,1
500,3644,3,4,TRUE,3,FALSE,1984,1
539,3072,4,4,TRUE,3,FALSE,1992,1
545.5,3233,4,4,TRUE,3,FALSE,1991,1
424,2918,4,4,TRUE,3,FALSE,1988,1
325,3266,4,3,TRUE,3,FALSE,1985,1
367,2940,4,7,TRUE,2,FALSE,1988,1
470,3430,3,4,TRUE,2,TRUE,1966,1
393,2472,4,4,TRUE,3,FALSE,1987,1
530,2878,4,4,TRUE,3,FALSE,1992,1
400,2537,3,3,TRUE,2,FALSE,1993,1
403.5,3858,4,4,TRUE,3,FALSE,1987,1
550,2742,3,3,TRUE,3,FALSE,1991,1
380,3460,5,4,TRUE,2,FALSE,1972,1
500,3836,5,4,TRUE,3,FALSE,1982,1
465,4453,7,5,TRUE,2,FALSE,1974,1
451.5,4080,5,4,TRUE,3,FALSE,1983,1
336,3301,3,4,TRUE,2,FALSE,1977,1
550,3828,4,5,TRUE,2,TRUE,1975,1
450,2973,4,3,TRUE,2,FALSE,1980,2
440,2821,5,4,TRUE,2,TRUE,1962,2
515,2950,5,3,TRUE,2,FALSE,1969,2
415,2362,3,3,TRUE,2,FALSE,1977,2
380,3092,3,4,TRUE,2,FALSE,1978,2
489.5,2866,4,4,FALSE,2,FALSE,1982,2
478,3369,5,4,TRUE,3,FALSE,1981,2
460,3068,4,4,TRUE,3,FALSE,1988,2
379.9,2380,3,3,TRUE,3,FALSE,1998,2
390,2225,2,3,TRUE,3,FALSE,1997,2
338,2655,3,3,TRUE,2,FALSE,1948,2
675,3855,4,4,TRUE,3,FALSE,1996,2
440,2892,4,4,TRUE,2,FALSE,1977,2
500,3832,4,3,TRUE,2,FALSE,1952,2
470,3164,6,4,TRUE,2,FALSE,1982,2
317.5,2620,3,2,TRUE,3,FALSE,1925,2
430,3076,6,4,TRUE,3,FALSE,1984,2
430,4022.0000000000005,6,4,TRUE,3,FALSE,1986,2
475,3377,4,3,TRUE,3,FALSE,1997,2
389,2858,5,4,TRUE,1,FALSE,1989,2
400,3540,4,4,TRUE,3,TRUE,1980,2
395,3045,4,3,TRUE,1,FALSE,1991,2
395,4150,4,3,FALSE,3,FALSE,1934,2
296,1778,2,2,TRUE,2,FALSE,1991,2
387.5,2412,2,3,TRUE,3,FALSE,1986,2
353,2668,4,3,TRUE,2,FALSE,1978,2
350,2274,4,3,TRUE,3,FALSE,1986,2
437.632,2936,4,3,TRUE,3,FALSE,1980,2
447.5,2526,2,2,TRUE,0,FALSE,1996,2
318.5,2449,4,4,TRUE,2,FALSE,1985,2
352,3131,4,4,TRUE,2,FALSE,1988,2
295,2536,3,3,TRUE,3,FALSE,1987,2
313.5,3314,2,3,TRUE,3,FALSE,1984,2
330,2230,3,2,TRUE,2,FALSE,1986,2
400,2631,4,4,FALSE,2,FALSE,1985,2
325,2638,4,3,TRUE,2,FALSE,1978,2
340,2756,4,3,TRUE,2,TRUE,1973,2
399.9,3262,5,4,TRUE,2,FALSE,1978,2
249.9,1936,4,4,TRUE,3,FALSE,1987,2
389,3148,4,4,TRUE,3,TRUE,1969,2
364.5,2616,3,4,TRUE,2,FALSE,1977,2
357.5,3630,4,3,TRUE,2,FALSE,1969,2
295,1954,3,3,TRUE,3,TRUE,1962,2
274.5,1926,5,3,TRUE,2,FALSE,1986,2
259,2556,3,2,TRUE,2,FALSE,1957,2
415,2282,5,4,TRUE,2,FALSE,1987,2
443,3314,3,4,TRUE,3,FALSE,1986,2
249,2001,3,3,TRUE,2,FALSE,1981,2
330,2607,5,2,TRUE,2,FALSE,1976,2
291,2840,4,4,TRUE,2,FALSE,1965,2
418,3036,3,5,FALSE,2,FALSE,1977,2
320,2240,4,2,TRUE,3,FALSE,1974,2
264,1788,3,3,FALSE,2,FALSE,1969,2
381,2620,5,4,TRUE,2,FALSE,1965,2
250,1480,3,3,TRUE,2,FALSE,1984,2
360,2588,3,3,TRUE,2,TRUE,1968,2
369.5,3138,4,4,TRUE,2,FALSE,1969,2
285.4,2460,5,4,TRUE,2,FALSE,1979,2
409,3566,4,4,TRUE,2,FALSE,1976,2
333,2692,5,4,TRUE,3,FALSE,1984,2
362,2958,5,4,TRUE,3,FALSE,1987,2
387.5,3164,4,4,TRUE,2,TRUE,1966,2
239,2058,3,3,TRUE,2,FALSE,1969,2
299.9,2717,3,4,TRUE,2,FALSE,1983,2
335,2920,4,3,TRUE,3,FALSE,1987,2
275,2554,5,3,TRUE,2,FALSE,1960,2
328,2805,3,4,TRUE,2,FALSE,1988,2
333,2736,4,3,TRUE,2,TRUE,1979,2
397,3516,5,7,TRUE,3,FALSE,1996,2
374.8,3536,6,4,TRUE,2,TRUE,1978,2
520,2138,5,3,TRUE,3,FALSE,1956,2
325,2718,4,4,TRUE,3,FALSE,1978,2
295,2178,5,3,TRUE,2,FALSE,1958,2
415,3152,5,4,TRUE,2,FALSE,1980,2
224.9,2611,3,3,TRUE,2,FALSE,1987,2
265,2060,4,3,TRUE,2,FALSE,1981,2
299.9,2448,4,4,TRUE,3,FALSE,1979,2
390,4050,6,5,TRUE,2,TRUE,1966,2
271,2414,3,3,TRUE,2,FALSE,1914,2
330,3072,4,3,TRUE,2,FALSE,1966,2
350,2525,3,3,TRUE,3,FALSE,1983,2
310,2866,5,3,TRUE,3,FALSE,1961,2
340,3246,4,4,TRUE,3,FALSE,1987,2
307,2707,4,4,TRUE,2,FALSE,1992,2
304,2300,5,3,TRUE,2,FALSE,1961,2
275.9,1860,3,3,TRUE,2,FALSE,1957,2
315,3636,5,3,TRUE,2,FALSE,1976,2
295,1910,4,3,TRUE,2,FALSE,1968,2
251.01,2280,4,2,TRUE,2,FALSE,1956,2
335,3386,4,5,FALSE,2,FALSE,1965,2
343.5,2324,5,4,TRUE,3,FALSE,1967,2
297,1970,4,3,TRUE,2,FALSE,1972,2
281,2062,3,3,TRUE,2,TRUE,1977,2
235,2617,4,3,TRUE,2,FALSE,1985,2
237,2612,4,3,TRUE,2,FALSE,1985,2
274.9,2472,3,3,TRUE,2,FALSE,1969,2
229.9,1922,4,2,TRUE,2,FALSE,1957,2
259,1852,3,2,TRUE,2,FALSE,1984,2
245,2239,3,3,TRUE,2,FALSE,1986,2
208,2068,3,2,TRUE,2,FALSE,1979,2
421,2101,3,3,FALSE,2,FALSE,1956,2
320,2200,4,3,TRUE,2,FALSE,1968,2
256,1972,3,3,FALSE,2,FALSE,1989,2
275,2007.0000000000002,3,3,TRUE,2,TRUE,1959,2
222,2612,4,3,TRUE,2,FALSE,1985,2
249.9,2124,4,1,TRUE,3,FALSE,1974,2
273.5,2612,4,3,TRUE,2,FALSE,1985,2
218.5,2548,2,2,TRUE,2,FALSE,1984,2
377,2767,3,3,TRUE,3,FALSE,1941,2
220,2025,3,3,TRUE,2,FALSE,1989,2
192.9,1956,4,2,TRUE,2,FALSE,1962,2
298.75,2460,4,3,TRUE,2,FALSE,1967,2
315,2764,3,3,TRUE,3,FALSE,1972,2
315,2004,4,3,TRUE,2,FALSE,1967,2
465.9,2852,4,3,TRUE,2,TRUE,1961,2
239.5,2096,3,3,TRUE,2,FALSE,1977,2
276,2330,3,3,TRUE,2,FALSE,1989,2
226,2520,4,3,TRUE,2,FALSE,1978,2
235,2528,3,3,TRUE,2,FALSE,1977,2
247,2029.9999999999998,4,3,TRUE,3,FALSE,1988,2
182,2208,2,2,TRUE,2,FALSE,1985,2
180,1500,2,1,TRUE,0,FALSE,1938,2
249,2078,5,3,TRUE,2,FALSE,1965,2
260,2442,4,3,TRUE,2,FALSE,1969,2
219.9,2612,3,3,TRUE,2,FALSE,1986,2
295,2268,4,3,TRUE,3,FALSE,1972,2
290,2734,4,3,TRUE,2,FALSE,1971,2
300,2228,4,3,TRUE,2,FALSE,1982,2
354.9,3000,5,4,TRUE,3,FALSE,1973,2
261,2404,5,3,TRUE,3,TRUE,1973,2
174.5,1840,3,2,TRUE,2,FALSE,1960,2
244.9,2107,3,2,FALSE,2,FALSE,1947,2
274.9,2788,4,3,TRUE,2,FALSE,1984,2
214,2416,3,3,TRUE,2,FALSE,1984,2
283,2430,3,4,TRUE,3,FALSE,1984,2
177.9,1584,3,2,TRUE,2,FALSE,1989,2
237.5,1873,3,3,TRUE,2,FALSE,1978,2
202.15,1644,4,3,TRUE,2,FALSE,1976,2
235,2400,4,3,TRUE,2,FALSE,1976,2
217,2094,4,3,TRUE,2,FALSE,1984,2
285,2561,3,3,TRUE,3,FALSE,1981,2
217.5,1752,3,2,TRUE,2,FALSE,1976,2
210,1738,5,3,TRUE,2,FALSE,1983,2
183.34,2068,3,2,TRUE,3,FALSE,1977,2
252,2428,4,3,TRUE,2,FALSE,1966,2
237,2090,4,2,TRUE,2,FALSE,1969,2
205,1820,3,2,TRUE,2,FALSE,1944,2
285,3219,4,4,TRUE,2,FALSE,1944,2
210,2654,3,5,TRUE,2,FALSE,1962,2
280,1802,4,3,TRUE,2,FALSE,1956,2
207,1765,3,2,TRUE,2,FALSE,1976,2
221,2786,4,3,TRUE,2,FALSE,1976,2
257,1794,3,2,TRUE,2,FALSE,1960,2
274,2768,3,3,FALSE,2,FALSE,1921,2
262,2288,3,2,TRUE,2,FALSE,1963,2
204.4,2028,3,2,TRUE,2,FALSE,1951,2
254.9,2620,5,3,TRUE,2,FALSE,1966,2
244,1644,3,3,TRUE,2,FALSE,1980,2
213,1888,3,2,TRUE,3,FALSE,1958,2
240,2116,4,3,TRUE,2,FALSE,1964,2
235,2313,4,3,TRUE,2,FALSE,1972,2
206,1824,4,2,TRUE,2,FALSE,1959,2
237,1942,4,3,TRUE,2,FALSE,1972,2
274,2184,4,3,TRUE,2,FALSE,1977,2
275,2578,3,3,TRUE,2,FALSE,1965,2
218.4,2036,4,3,TRUE,2,FALSE,1960,2
156,1384,2,1,FALSE,2,FALSE,1961,2
220,1826,4,3,TRUE,2,FALSE,1952,2
171.5,1681,3,2,TRUE,1,FALSE,1957,2
180,1726,3,2,TRUE,2,FALSE,1962,2
204,1910,3,2,TRUE,2,FALSE,1958,2
307,2664,4,3,TRUE,2,FALSE,1962,2
265,2116,3,3,TRUE,2,FALSE,1976,2
209.9,2029.9999999999998,3,3,TRUE,2,FALSE,1959,2
173,1940,3,2,FALSE,2,FALSE,1956,2
189,1676,3,3,FALSE,2,FALSE,1965,2
222.5,2120,3,2,TRUE,2,TRUE,1959,2
265,2152,4,3,TRUE,2,FALSE,1987,2
264.67,1984,4,3,TRUE,2,FALSE,1966,2
200.75,1575,3,3,TRUE,2,FALSE,1957,2
227.9,1798,3,3,TRUE,2,FALSE,1978,2
255,2017,3,1,FALSE,1,FALSE,1958,2
208.5,1904,3,3,TRUE,2,FALSE,1978,2
226.9,1718,3,3,TRUE,2,FALSE,1976,2
215,1776,4,2,FALSE,1,FALSE,1980,2
222.95,2609,4,3,TRUE,2,FALSE,1961,2
239.9,2226,3,3,TRUE,2,FALSE,1955,2
176,1556,2,1,TRUE,3,FALSE,1959,2
228,1764,2,2,TRUE,2,FALSE,1985,2
204.9,1626,3,3,TRUE,2,TRUE,1968,2
258,2012,5,3,TRUE,2,FALSE,1967,2
241.85,2090,4,4,TRUE,2,FALSE,1963,2
198.5,2192,4,2,TRUE,2,FALSE,1963,2
243,2228,4,4,TRUE,2,FALSE,1965,2
187,1825,4,2,TRUE,2,FALSE,1963,2
233,2132,4,3,TRUE,2,FALSE,1966,2
205,2160,3,2,TRUE,2,FALSE,1983,2
205,1974,3,2,TRUE,2,FALSE,1954,2
189,1696,3,3,TRUE,2,FALSE,1968,2
204.9,2132,3,3,TRUE,2,FALSE,1969,2
239,1814,4,3,TRUE,2,TRUE,1979,2
193,1796,3,2,TRUE,2,FALSE,1963,2
260,2268,5,3,TRUE,2,FALSE,1971,2
188,1719,2,3,TRUE,2,FALSE,1960,2
190.5,1704,3,2,TRUE,2,FALSE,1984,2
230,2142,3,2,TRUE,2,FALSE,1959,2
240,1705,4,2,TRUE,2,FALSE,1972,2
235,1752,4,3,TRUE,2,FALSE,1978,2
275,2554,5,3,TRUE,2,TRUE,1966,2
205,1650,3,2,TRUE,2,FALSE,1965,2
280,2816,5,3,TRUE,2,FALSE,1946,2
190,1919,3,4,TRUE,2,FALSE,1938,2
232.5,2080,3,2,TRUE,2,FALSE,1968,2
259.5,2108,4,4,TRUE,2,FALSE,1978,2
275,2480,3,3,TRUE,2,FALSE,1964,2
183.9,1746,3,2,TRUE,2,FALSE,1974,2
290,2703,3,3,FALSE,4,FALSE,1963,2
217.95,1640,4,2,TRUE,2,FALSE,1979,2
220,2196,4,3,TRUE,2,FALSE,1972,2
185,1701,3,2,TRUE,1,FALSE,1982,2
288,2250,3,2,TRUE,2,FALSE,1949,2
197.5,2502,4,2,TRUE,2,FALSE,1964,2
179.975,1762,4,3,TRUE,2,FALSE,1959,2
195,2016,4,3,TRUE,2,FALSE,1963,2
228.4,1904,3,3,TRUE,2,TRUE,1976,2
194.75,1652,5,2,TRUE,2,FALSE,1960,2
195,2041.9999999999998,4,3,FALSE,2,FALSE,1963,2
210,2019.0000000000002,4,3,TRUE,3,FALSE,1960,2
239.55,2791,5,3,TRUE,3,FALSE,1946,2
242,2514,4,3,TRUE,1,FALSE,1953,2
185,1746,3,2,TRUE,2,FALSE,1984,2
175,1930,3,2,TRUE,2,FALSE,1956,2
165,1552,3,1,TRUE,3,FALSE,1959,2
185,1566,4,2,TRUE,2,FALSE,1993,2
173.194,1669,3,2,TRUE,2,FALSE,1964,2
205.15,1814,3,3,TRUE,2,FALSE,1978,2
214.2,1794,3,3,TRUE,3,FALSE,1976,2
182.5,1691,3,2,TRUE,2,TRUE,1968,2
205,1834,4,3,TRUE,2,FALSE,1959,2
208,1984,5,3,TRUE,2,FALSE,1961,2
225,1966,4,3,TRUE,2,FALSE,1962,2
170,1669,3,2,TRUE,2,FALSE,1967,2
216,2132,4,3,TRUE,2,FALSE,1976,2
180,2007.0000000000002,4,3,TRUE,2,FALSE,1959,2
169.2,1964,4,2,TRUE,2,FALSE,1964,2
213,2325,4,3,TRUE,3,FALSE,1973,2
210,2196,4,3,TRUE,2,FALSE,1965,2
185,2061,3,2,TRUE,2,FALSE,1956,2
179.9,1828,3,2,TRUE,2,FALSE,1956,2
196,1956,4,3,TRUE,2,FALSE,1968,2
219.9,1852,6,3,TRUE,2,FALSE,1968,2
159.9,1795,1,2,TRUE,2,FALSE,1980,2
170,1580,2,1,FALSE,1,FALSE,1950,3
169.9,1708,3,1,FALSE,1,FALSE,1950,3
189.5,1700,4,2,FALSE,2,FALSE,1953,3
195,1742,1,1,TRUE,2,FALSE,1961,3
215,1890,4,2,TRUE,2,FALSE,1961,3
171,1512,2,1,FALSE,1,FALSE,1956,3
179.9,1840,3,1,FALSE,2,FALSE,1953,3
120,1060,2,1,FALSE,2,FALSE,1947,3
175,1540,3,2,FALSE,2,FALSE,1957,3
232.9,1550,4,2,TRUE,2,TRUE,1962,3
229.9,2787,4,2,TRUE,1,FALSE,1922,3
174.9,1528,2,2,TRUE,2,FALSE,1982,3
168.9,1928,2,2,FALSE,2,FALSE,1941,3
229.5,2329,3,2,TRUE,2,FALSE,1960,3
236,1940,4,3,TRUE,2,FALSE,1959,3
205.5,2114,5,2,TRUE,2,FALSE,1966,3
212,1799,3,2,TRUE,2,FALSE,1962,3
205,1864,3,2,TRUE,2,FALSE,1940,3
193,1581,3,2,TRUE,2,FALSE,1956,3
180,1652,3,2,TRUE,2,FALSE,1959,3
184,1592,4,2,FALSE,2,FALSE,1977,3
144.9,1520,3,1,FALSE,1,FALSE,1953,3
255,1792,2,2,TRUE,2,FALSE,1955,3
137,1464,2,1,FALSE,1,FALSE,1957,3
178,1702,3,2,FALSE,2,FALSE,1961,3
296,2180,3,2,TRUE,2,FALSE,1952,3
186.5,1486,2,2,TRUE,2,FALSE,1958,3
170,1364,2,1,FALSE,2,FALSE,1942,3
219,1540,4,2,TRUE,2,FALSE,1977,3
188,1608,4,2,TRUE,2,FALSE,1969,3
195.25,1668,3,1,TRUE,2,FALSE,1956,3
175,1944,3,2,TRUE,2,FALSE,1951,3
215,1883,4,2,TRUE,2,TRUE,1956,3
197.5,2215,4,1,FALSE,2,FALSE,1948,3
249.9,1916,2,2,TRUE,2,FALSE,1954,3
180,1508,2,2,TRUE,2,FALSE,1959,3
174.9,1809,3,1,TRUE,2,FALSE,1958,3
189.9,1958,4,3,FALSE,2,FALSE,1935,3
154,1592,2,1,TRUE,2,FALSE,1951,3
150,1636,2,1,TRUE,2,FALSE,1950,3
189.9,1800,3,2,FALSE,2,FALSE,1964,3
157,1600,3,1,FALSE,2,FALSE,1950,3
182,1550,3,1,TRUE,2,FALSE,1966,3
187.65,1578,3,1,TRUE,2,FALSE,1958,3
175,1644,3,1,TRUE,2,FALSE,1956,3
189.9,1556,3,2,TRUE,1,FALSE,1959,3
175,1672,3,1,TRUE,2,FALSE,1949,3
159.9,1650,2,2,TRUE,1,FALSE,1957,3
184.9,1676,3,2,FALSE,2,FALSE,1956,3
174.9,1960,2,2,FALSE,2,FALSE,1947,3
143,1649,3,1,TRUE,1,FALSE,1951,3
164.9,1728,3,1,TRUE,1,FALSE,1950,3
173.5,1586,3,2,TRUE,1,FALSE,1958,3
161.8,1592,2,1,FALSE,1,FALSE,1951,3
148,1514,2,2,TRUE,1,FALSE,1964,3
177,1952,4,2,TRUE,2,FALSE,1963,3
149.9,1550,3,1,TRUE,2,FALSE,1956,3
170,1544,2,2,FALSE,1,FALSE,1957,3
142,1566,3,1,FALSE,1,FALSE,1959,3
186.9,1650,3,2,TRUE,2,FALSE,1961,3
152.9,1392,2,2,FALSE,2,FALSE,1951,3
350,2981,5,4,TRUE,2,FALSE,1950,3
130,1412,2,1,FALSE,1,FALSE,1940,3
167.9,2180,4,2,FALSE,2,FALSE,1948,3
184.9,1704,2,2,TRUE,2,FALSE,1954,3
178,1600,3,2,TRUE,2,FALSE,1957,3
111,1276,3,2,FALSE,1,FALSE,1951,3
207,1666,4,2,FALSE,1,FALSE,1954,3
190,1760,3,2,TRUE,2,FALSE,1974,3
230,1836,3,2,FALSE,2,FALSE,1946,3
165,1636,3,1,FALSE,2,FALSE,1953,3
210,1748,3,2,TRUE,2,FALSE,1957,3
226,2556,4,2,FALSE,2,FALSE,1923,3
149.9,1511,4,1,TRUE,1,FALSE,1954,3
155,1524,3,2,TRUE,2,FALSE,1958,3
219.9,1821,4,2,TRUE,2,FALSE,1956,3
132,1596,1,1,FALSE,0,FALSE,1940,3
195,2392,4,2,FALSE,2,FALSE,1960,3
155.9,1748,2,1,TRUE,2,FALSE,1956,3
119.9,1384,2,1,FALSE,0,FALSE,1949,3
175,1628,3,1,TRUE,2,TRUE,1957,3
304,1911,4,2,TRUE,2,FALSE,1953,3
190,1624,4,3,FALSE,1,FALSE,1959,3
229.1,1956,3,2,TRUE,2,TRUE,1984,3
187.5,2012,4,2,FALSE,2,FALSE,1953,3
173,1590,2,2,TRUE,2,FALSE,1956,3
170,1687,2,1,TRUE,1,FALSE,1941,3
179,1816,4,1,TRUE,2,FALSE,1956,3
162.5,1622,3,1,TRUE,1,FALSE,1956,3
172,1604,4,2,TRUE,2,FALSE,1954,3
153.2,1592,4,2,FALSE,1,FALSE,1956,3
220,1922,3,2,TRUE,2,FALSE,1952,3
174,1892,3,1,TRUE,1,FALSE,1955,3
200,1628,3,1,TRUE,2,FALSE,1959,3
161,1644,2,2,TRUE,2,FALSE,1956,3
135,1450,3,1,TRUE,2,FALSE,1955,3
190,1592,3,2,TRUE,2,FALSE,1959,3
153.8,1654,2,1,FALSE,2,FALSE,1962,3
144.9,1388,2,1,TRUE,2,FALSE,1950,3
165,1670,3,2,FALSE,2,FALSE,1953,3
186,1953,3,2,TRUE,1,FALSE,1956,3
167,2008,3,1,TRUE,2,FALSE,1963,3
189.6,1650,3,2,TRUE,2,FALSE,1960,3
170,1578,3,1,TRUE,2,FALSE,1975,3
189.5,1618,3,2,TRUE,2,FALSE,1962,3
153.5,1642,3,1,FALSE,2,FALSE,1959,3
159.9,2008,1,2,TRUE,2,FALSE,1941,3
158,1604,3,2,TRUE,1,FALSE,1960,3
175,2035.0000000000002,4,2,TRUE,3,FALSE,1962,3
147,1534,3,2,FALSE,1,FALSE,1955,3
155,1624,2,2,TRUE,2,FALSE,1955,3
150,1700,4,2,TRUE,1,FALSE,1954,3
165,1630,3,2,TRUE,2,FALSE,1978,3
147,1526,3,2,TRUE,1,FALSE,1957,3
146.25,1672,3,1,TRUE,2,FALSE,1949,3
177.5,1588,4,2,TRUE,2,FALSE,1980,3
153.65,1752,4,2,TRUE,2,FALSE,1950,3
199.5,1674,4,2,FALSE,2,FALSE,1947,3
186,1980,3,1,FALSE,1,FALSE,1927,3
139.9,1396,1,1,FALSE,2,FALSE,1950,3
160,1178,1,1,FALSE,2,FALSE,1959,3
125,1263,2,2,FALSE,0,FALSE,1955,3
359.9,2377,5,2,TRUE,2,FALSE,1937,3
184.5,1304,3,1,TRUE,2,FALSE,1951,3
155,1340,3,1,FALSE,0,FALSE,1952,3
150,1559,2,1,FALSE,2,FALSE,1952,3
146,1412,1,2,TRUE,0,FALSE,1920,3
129,1198,2,2,TRUE,2,FALSE,1925,3
145,1424,2,1,TRUE,2,FALSE,1947,3
200,1370,4,1,FALSE,1,FALSE,1925,3
149.9,1584,3,2,TRUE,2,FALSE,1957,3
132,1567,2,1,TRUE,1,FALSE,1934,3
136.9,1409,2,1,FALSE,1,FALSE,1951,3
137,1655,2,1,FALSE,1,FALSE,1935,3
185,1944,3,2,TRUE,2,FALSE,1939,3
133.5,1922,3,1,FALSE,2,FALSE,1950,3
124,1480,3,2,TRUE,2,FALSE,1953,3
95.5,1184,2,1,FALSE,1,FALSE,1951,3
